timeframe,move_start_ts,move_end_ts,move_low,move_high,move_duration_bars,consol_start_ts,consol_end_ts,consol_low,consol_high,consol_duration_bars,fib_retracement_depth,fib_50,entry_ts,entry_price,entry_score
60min,2020-01-15 16:00:00+00:00,2020-01-17 17:00:00+00:00,11840.75,12003.75,17,2020-01-17 17:00:00+00:00,2020-01-17 21:00:00+00:00,11947.75,12007.0,5,0.34355828220858897,11922.25,2020-01-17 21:00:00+00:00,12000.5,1.0
60min,2020-02-03 16:00:00+00:00,2020-02-07 20:00:00+00:00,11921.75,12281.25,34,2020-02-07 20:00:00+00:00,2020-02-10 20:00:00+00:00,12196.5,12311.5,8,0.2357440890125174,12101.5,2020-02-10 20:00:00+00:00,12310.0,1.0
60min,2020-02-12 16:00:00+00:00,2020-02-14 19:00:00+00:00,12357.0,12462.5,19,2020-02-14 19:00:00+00:00,2020-02-17 17:00:00+00:00,12405.75,12486.0,6,0.5379146919431279,12409.75,2020-02-17 17:00:00+00:00,12484.5,0.7777777777777778
60min,2020-04-06 15:00:00+00:00,2020-04-07 20:00:00+00:00,10659.75,11127.75,14,2020-04-07 20:00:00+00:00,2020-04-08 19:00:00+00:00,10860.5,11043.0,7,0.5710470085470085,10893.75,2020-04-08 19:00:00+00:00,11040.75,1.0
60min,2020-05-15 18:00:00+00:00,2020-05-19 20:00:00+00:00,11877.0,12245.75,18,2020-05-19 20:00:00+00:00,2020-05-25 14:00:00+00:00,12117.25,12357.0,23,0.34847457627118644,12061.375,2020-05-25 14:00:00+00:00,12352.5,1.0
60min,2020-05-28 14:00:00+00:00,2020-06-02 15:00:00+00:00,12168.0,12443.25,24,2020-06-02 15:00:00+00:00,2020-06-02 20:00:00+00:00,12334.0,12485.25,6,0.39691189827429607,12305.625,2020-06-02 20:00:00+00:00,12484.25,1.0
60min,2020-06-15 17:00:00+00:00,2020-06-18 14:00:00+00:00,12449.25,12890.75,20,2020-06-18 14:00:00+00:00,2020-06-19 14:00:00+00:00,12767.5,12955.75,8,0.27916194790486976,12670.0,2020-06-19 14:00:00+00:00,12930.25,0.8888888888888888
60min,2020-06-29 18:00:00+00:00,2020-07-03 16:00:00+00:00,12715.75,13265.5,28,2020-07-03 16:00:00+00:00,2020-07-06 16:00:00+00:00,13167.0,13457.75,5,0.17917235106866758,12990.625,2020-07-06 16:00:00+00:00,13434.0,1.0
60min,2020-07-08 18:00:00+00:00,2020-07-09 16:00:00+00:00,13403.25,13591.25,7,2020-07-09 16:00:00+00:00,2020-07-10 19:00:00+00:00,13403.25,13637.25,11,1.0,13497.25,2020-07-10 19:00:00+00:00,13635.5,1.0
60min,2020-07-31 20:00:00+00:00,2020-08-05 16:00:00+00:00,13633.0,13971.75,19,2020-08-05 16:00:00+00:00,2020-08-06 17:00:00+00:00,13913.25,14017.5,9,0.17269372693726937,13802.375,2020-08-06 17:00:00+00:00,14016.25,1.0
60min,2020-08-17 14:00:00+00:00,2020-08-19 20:00:00+00:00,14064.75,14281.25,22,2020-08-19 20:00:00+00:00,2020-08-20 19:00:00+00:00,14110.25,14307.75,7,0.789838337182448,14173.0,2020-08-20 19:00:00+00:00,14306.25,1.0
60min,2020-08-21 14:00:00+00:00,2020-08-28 19:00:00+00:00,14292.75,14889.25,42,2020-08-28 19:00:00+00:00,2020-08-31 17:00:00+00:00,14796.75,14949.75,6,0.1550712489522213,14591.0,2020-08-31 17:00:00+00:00,14949.5,1.0
60min,2020-09-25 16:00:00+00:00,2020-09-28 15:00:00+00:00,13802.25,14208.5,8,2020-09-28 15:00:00+00:00,2020-09-28 19:00:00+00:00,14082.5,14195.75,5,0.31015384615384617,14005.375,2020-09-28 19:00:00+00:00,14191.5,0.8888888888888888
60min,2020-11-24 17:00:00+00:00,2020-11-26 17:00:00+00:00,14842.0,15070.75,16,2020-11-26 17:00:00+00:00,2020-12-01 15:00:00+00:00,14942.25,15251.5,15,0.5617486338797815,14956.375,2020-12-01 15:00:00+00:00,15247.0,1.0
60min,2021-01-19 18:00:00+00:00,2021-01-25 17:00:00+00:00,15753.25,16411.5,29,2021-01-25 17:00:00+00:00,2021-01-25 21:00:00+00:00,16046.0,16336.75,5,0.5552601595138625,16082.375,2021-01-25 21:00:00+00:00,16331.5,1.0
60min,2021-02-01 17:00:00+00:00,2021-02-03 16:00:00+00:00,15898.5,16404.75,15,2021-02-03 16:00:00+00:00,2021-02-04 21:00:00+00:00,16243.75,16409.5,13,0.3180246913580247,16151.625,2021-02-04 21:00:00+00:00,16408.25,1.0
60min,2021-03-30 20:00:00+00:00,2021-04-14 15:00:00+00:00,15707.0,16873.0,68,2021-04-14 15:00:00+00:00,2021-04-15 15:00:00+00:00,16640.0,16869.0,8,0.1998284734133791,16290.0,2021-04-15 15:00:00+00:00,16849.0,1.0
60min,2021-06-09 15:00:00+00:00,2021-06-09 20:00:00+00:00,16675.75,16747.25,7,2021-06-09 20:00:00+00:00,2021-06-11 20:00:00+00:00,16675.75,16866.5,15,1.0,16711.5,2021-06-11 20:00:00+00:00,16864.0,1.0
60min,2021-06-21 16:00:00+00:00,2021-06-25 15:00:00+00:00,16969.75,17299.75,29,2021-06-25 15:00:00+00:00,2021-06-28 15:00:00+00:00,17191.0,17365.75,8,0.32954545454545453,17134.75,2021-06-28 15:00:00+00:00,17337.75,1.0
60min,2021-07-01 20:00:00+00:00,2021-07-05 17:00:00+00:00,17405.75,17606.75,13,2021-07-05 17:00:00+00:00,2021-07-07 14:00:00+00:00,17503.0,17761.5,9,0.5161691542288557,17506.25,2021-07-07 14:00:00+00:00,17713.5,0.6666666666666666
60min,2021-08-03 17:00:00+00:00,2021-08-06 15:00:00+00:00,17857.5,18050.0,21,2021-08-06 15:00:00+00:00,2021-08-10 14:00:00+00:00,17925.0,18031.5,14,0.6493506493506493,17953.75,2021-08-10 14:00:00+00:00,18025.25,1.0
60min,2021-08-20 15:00:00+00:00,2021-08-25 16:00:00+00:00,17879.25,18274.75,24,2021-08-25 16:00:00+00:00,2021-08-27 18:00:00+00:00,18133.0,18316.0,17,0.3584070796460177,18077.0,2021-08-27 18:00:00+00:00,18311.75,1.0
60min,2021-08-27 20:00:00+00:00,2021-08-31 15:00:00+00:00,18299.5,18495.5,11,2021-08-31 15:00:00+00:00,2021-08-31 19:00:00+00:00,18395.5,18479.75,5,0.5102040816326531,18397.5,2021-08-31 19:00:00+00:00,18476.75,0.8888888888888888
60min,2021-10-13 19:00:00+00:00,2021-10-20 18:00:00+00:00,17609.25,18333.25,36,2021-10-20 18:00:00+00:00,2021-10-21 15:00:00+00:00,18205.75,18327.0,5,0.17610497237569062,17971.25,2021-10-21 15:00:00+00:00,18314.75,1.0
60min,2021-10-25 15:00:00+00:00,2021-10-26 17:00:00+00:00,18264.25,18587.75,11,2021-10-26 17:00:00+00:00,2021-10-27 17:00:00+00:00,18389.75,18572.75,8,0.6120556414219475,18426.0,2021-10-27 17:00:00+00:00,18563.25,1.0
60min,2021-12-07 16:00:00+00:00,2021-12-08 16:00:00+00:00,19098.5,19243.5,9,2021-12-08 16:00:00+00:00,2021-12-08 21:00:00+00:00,19141.5,19284.5,6,0.7034482758620689,19171.0,2021-12-08 21:00:00+00:00,19275.25,1.0
60min,2022-03-15 20:00:00+00:00,2022-03-21 18:00:00+00:00,16250.75,17351.5,28,2022-03-21 18:00:00+00:00,2022-03-22 15:00:00+00:00,17068.5,17520.5,5,0.2570974335680218,16801.125,2022-03-22 15:00:00+00:00,17498.75,1.0
60min,2022-03-24 16:00:00+00:00,2022-03-25 17:00:00+00:00,17394.5,17698.5,10,2022-03-25 17:00:00+00:00,2022-03-28 14:00:00+00:00,17468.0,17797.0,5,0.7582236842105263,17546.5,2022-03-28 14:00:00+00:00,17772.25,1.0
60min,2022-05-25 20:00:00+00:00,2022-05-31 20:00:00+00:00,14783.25,15720.5,27,2022-05-31 20:00:00+00:00,2022-06-02 18:00:00+00:00,15327.25,15718.5,13,0.41957855428114166,15251.875,2022-06-02 18:00:00+00:00,15716.0,1.0
60min,2022-06-20 16:00:00+00:00,2022-06-23 17:00:00+00:00,14228.5,14600.25,21,2022-06-23 17:00:00+00:00,2022-06-24 14:00:00+00:00,14401.5,14838.5,5,0.5346334902488231,14414.375,2022-06-24 14:00:00+00:00,14809.5,0.8888888888888888
60min,2022-07-27 15:00:00+00:00,2022-08-05 17:00:00+00:00,15227.0,16201.25,53,2022-08-05 17:00:00+00:00,2022-08-08 14:00:00+00:00,15975.25,16267.0,5,0.23197331280472158,15714.125,2022-08-08 14:00:00+00:00,16246.75,1.0
60min,2022-09-07 17:00:00+00:00,2022-09-08 18:00:00+00:00,14955.5,15232.75,10,2022-09-08 18:00:00+00:00,2022-09-09 15:00:00+00:00,15048.25,15425.75,5,0.6654643823264202,15094.125,2022-09-09 15:00:00+00:00,15416.5,0.8888888888888888
60min,2022-10-21 17:00:00+00:00,2022-10-24 15:00:00+00:00,13959.0,14205.25,7,2022-10-24 15:00:00+00:00,2022-10-24 19:00:00+00:00,13987.0,14260.5,5,0.8862944162436548,14082.125,2022-10-24 19:00:00+00:00,14258.25,1.0
60min,2023-01-06 17:00:00+00:00,2023-01-09 21:00:00+00:00,13636.0,14051.75,13,2023-01-09 21:00:00+00:00,2023-01-10 21:00:00+00:00,13784.0,13952.5,8,0.6440168370414913,13843.875,2023-01-10 21:00:00+00:00,13952.25,0.8888888888888888
60min,2023-01-20 16:00:00+00:00,2023-01-25 16:00:00+00:00,14090.25,14649.25,23,2023-01-25 16:00:00+00:00,2023-01-25 20:00:00+00:00,14270.75,14541.25,5,0.6771019677996423,14369.75,2023-01-25 20:00:00+00:00,14525.75,1.0
60min,2023-01-31 16:00:00+00:00,2023-02-03 20:00:00+00:00,14643.25,15600.75,27,2023-02-03 20:00:00+00:00,2023-02-07 18:00:00+00:00,15122.0,15444.75,13,0.5,15122.0,2023-02-07 18:00:00+00:00,15408.25,1.0
60min,2023-02-14 19:00:00+00:00,2023-02-15 16:00:00+00:00,15184.75,15331.75,6,2023-02-15 16:00:00+00:00,2023-02-15 21:00:00+00:00,15190.5,15400.75,6,0.9608843537414966,15258.25,2023-02-15 21:00:00+00:00,15400.25,1.0
60min,2023-03-15 19:00:00+00:00,2023-03-17 16:00:00+00:00,14791.25,15348.75,13,2023-03-17 16:00:00+00:00,2023-03-21 14:00:00+00:00,15067.0,15355.5,13,0.5053811659192825,15070.0,2023-03-21 14:00:00+00:00,15352.5,1.0
60min,2023-03-29 15:00:00+00:00,2023-04-03 16:00:00+00:00,15392.0,15849.0,24,2023-04-03 16:00:00+00:00,2023-04-03 20:00:00+00:00,15691.5,15816.25,5,0.34463894967177244,15620.5,2023-04-03 20:00:00+00:00,15806.0,1.0
60min,2023-05-15 17:00:00+00:00,2023-05-17 14:00:00+00:00,15955.5,16092.0,13,2023-05-17 14:00:00+00:00,2023-05-17 18:00:00+00:00,16013.0,16206.5,5,0.5787545787545788,16023.75,2023-05-17 18:00:00+00:00,16204.75,1.0
60min,2023-05-17 20:00:00+00:00,2023-05-19 15:00:00+00:00,16156.5,16466.5,11,2023-05-19 15:00:00+00:00,2023-05-22 14:00:00+00:00,16351.75,16484.25,7,0.37016129032258066,16311.5,2023-05-22 14:00:00+00:00,16466.75,1.0
60min,2023-09-08 17:00:00+00:00,2023-09-08 20:00:00+00:00,17613.75,17722.0,5,2023-09-08 20:00:00+00:00,2023-09-11 18:00:00+00:00,17613.75,17830.75,6,1.0,17667.875,2023-09-11 18:00:00+00:00,17829.0,1.0
60min,2023-09-13 15:00:00+00:00,2023-09-13 20:00:00+00:00,17616.0,17781.5,7,2023-09-13 20:00:00+00:00,2023-09-14 17:00:00+00:00,17670.0,17871.0,5,0.6737160120845922,17698.75,2023-09-14 17:00:00+00:00,17867.25,1.0
60min,2023-10-31 18:00:00+00:00,2023-11-08 17:00:00+00:00,16574.75,17579.25,42,2023-11-08 17:00:00+00:00,2023-11-09 15:00:00+00:00,17448.5,17584.75,6,0.13016426082628174,17077.0,2023-11-09 15:00:00+00:00,17584.75,1.0
60min,2023-11-10 16:00:00+00:00,2023-11-15 18:00:00+00:00,17483.75,18139.0,25,2023-11-15 18:00:00+00:00,2023-11-20 15:00:00+00:00,17958.5,18158.75,19,0.27546737886302936,17811.375,2023-11-20 15:00:00+00:00,18157.75,1.0
60min,2023-12-07 16:00:00+00:00,2023-12-13 18:00:00+00:00,18065.75,18608.5,32,2023-12-13 18:00:00+00:00,2023-12-14 15:00:00+00:00,18527.25,18828.5,5,0.1497005988023952,18337.125,2023-12-14 15:00:00+00:00,18800.5,0.7777777777777778
60min,2024-01-18 15:00:00+00:00,2024-01-22 19:00:00+00:00,18893.75,19536.25,20,2024-01-22 19:00:00+00:00,2024-01-23 21:00:00+00:00,19360.75,19490.25,10,0.2731517509727626,19215.0,2024-01-23 21:00:00+00:00,19480.75,1.0
60min,2024-02-01 21:00:00+00:00,2024-02-05 16:00:00+00:00,19355.5,19726.75,11,2024-02-05 16:00:00+00:00,2024-02-05 20:00:00+00:00,19505.5,19696.75,5,0.5959595959595959,19541.125,2024-02-05 20:00:00+00:00,19687.0,1.0
60min,2024-05-02 19:00:00+00:00,2024-05-07 19:00:00+00:00,19288.0,19967.0,23,2024-05-07 19:00:00+00:00,2024-05-10 14:00:00+00:00,19779.25,20048.75,17,0.2765095729013255,19627.5,2024-05-10 14:00:00+00:00,20029.5,1.0
60min,2024-05-10 17:00:00+00:00,2024-05-16 19:00:00+00:00,19908.25,20461.5,32,2024-05-16 19:00:00+00:00,2024-05-20 14:00:00+00:00,20245.75,20454.5,10,0.38996836873023044,20184.875,2024-05-20 14:00:00+00:00,20450.25,1.0
60min,2024-06-04 18:00:00+00:00,2024-06-06 17:00:00+00:00,20295.5,20816.5,15,2024-06-06 17:00:00+00:00,2024-06-07 17:00:00+00:00,20674.75,20846.5,8,0.2720729366602687,20556.0,2024-06-07 17:00:00+00:00,20842.5,1.0
60min,2024-06-10 16:00:00+00:00,2024-06-18 15:00:00+00:00,20695.25,21712.0,43,2024-06-18 15:00:00+00:00,2024-06-19 14:00:00+00:00,21567.75,21693.25,7,0.14187361691664618,21203.625,2024-06-19 14:00:00+00:00,21679.0,0.7777777777777778
60min,2024-07-01 17:00:00+00:00,2024-07-04 15:00:00+00:00,21384.0,21876.0,19,2024-07-04 15:00:00+00:00,2024-07-05 15:00:00+00:00,21810.5,21992.75,5,0.133130081300813,21630.0,2024-07-05 15:00:00+00:00,21964.75,1.0
60min,2024-08-08 15:00:00+00:00,2024-08-09 15:00:00+00:00,19630.75,20007.25,9,2024-08-09 15:00:00+00:00,2024-08-13 15:00:00+00:00,19845.25,20392.25,15,0.4302788844621514,19819.0,2024-08-13 15:00:00+00:00,20381.75,0.8888888888888888
60min,2024-08-13 17:00:00+00:00,2024-08-14 15:00:00+00:00,20366.25,20616.25,7,2024-08-14 15:00:00+00:00,2024-08-15 14:00:00+00:00,20366.25,20902.75,7,1.0,20491.25,2024-08-15 14:00:00+00:00,20901.5,1.0
60min,2024-09-11 17:00:00+00:00,2024-09-16 15:00:00+00:00,20224.75,21018.0,21,2024-09-16 15:00:00+00:00,2024-09-17 14:00:00+00:00,20733.0,21032.75,7,0.3592814371257485,20621.375,2024-09-17 14:00:00+00:00,20964.0,0.7777777777777778
60min,2024-09-20 20:00:00+00:00,2024-09-24 15:00:00+00:00,21157.0,21358.0,11,2024-09-24 15:00:00+00:00,2024-09-25 14:00:00+00:00,21157.0,21438.0,7,1.0,21257.5,2024-09-25 14:00:00+00:00,21435.5,1.0
60min,2024-10-08 15:00:00+00:00,2024-10-10 15:00:00+00:00,21359.25,21686.75,16,2024-10-10 15:00:00+00:00,2024-10-14 14:00:00+00:00,21518.75,21875.25,14,0.5129770992366413,21523.0,2024-10-14 14:00:00+00:00,21874.75,1.0
60min,2024-11-06 15:00:00+00:00,2024-11-11 16:00:00+00:00,21848.0,22511.25,24,2024-11-11 16:00:00+00:00,2024-11-13 19:00:00+00:00,22258.75,22472.5,18,0.3807010931021485,22179.625,2024-11-13 19:00:00+00:00,22461.25,1.0
60min,2024-11-28 16:00:00+00:00,2024-12-05 16:00:00+00:00,22009.5,22755.5,32,2024-12-05 16:00:00+00:00,2024-12-06 16:00:00+00:00,22663.0,22849.25,8,0.1239946380697051,22382.5,2024-12-06 16:00:00+00:00,22823.5,1.0
